noun	verb	case	frequency
library	engage	abstract	13
library	persuade	abstract	13
library	redefine	abstract	10
library	intend	abstract	10
library	assume	abstract	10
library	exploit	abstract	8
library	approve	abstract	8
library	decide	abstract	8
library	qualify	abstract	8
library	haunt	abstract	8
library	inspire	abstract	7
library	depend	abstract	7
library	declare	abstract	7
library	satisfy	abstract	7
library	consist	abstract	7
library	belong	abstract	6
library	afford	abstract	6
library	occur	abstract	6
library	rely	abstract	6
library	devote	abstract	6
library	wish	abstract	5
library	regret	abstract	5
library	convince	abstract	5
library	impose	abstract	5
library	conserve	abstract	5
library	denote	abstract	5
library	trust	abstract	5
library	commend	abstract	5
library	render	abstract	5
library	invoke	abstract	4
library	seem	abstract	4
library	situate	abstract	4
library	utilize	abstract	4
library	explain	abstract	4
library	devise	abstract	4
library	inherit	abstract	4
library	await	abstract	3
library	differ	abstract	3
library	impair	abstract	3
library	doubt	abstract	3
library	conform	abstract	3
library	redirect	abstract	3
library	forbid	abstract	3
library	resolve	abstract	3
library	clarify	abstract	3
library	verify	abstract	3
library	confirm	abstract	3
library	justify	abstract	2
library	prefer	abstract	2
library	conclude	abstract	2
library	fulfill	abstract	2
library	entail	abstract	2
library	imply	abstract	2
library	simplify	abstract	2
library	infringe	abstract	2
library	bewilder	abstract	2
library	condemn	abstract	2
library	incur	abstract	2
library	confuse	abstract	2
library	motivate	abstract	2
library	solve	abstract	2
library	educate	abstract	2
library	retrain	abstract	2
library	recall	abstract	2
library	entrust	abstract	2
library	accustom	abstract	1
library	visit	concrete	1907
library	build	concrete	460
library	check	concrete	243
library	call	concrete	136
library	show	concrete	95
library	cover	concrete	79
library	write	concrete	59
library	lead	concrete	46
library	serve	concrete	34
library	reach	concrete	27
library	talk	concrete	26
library	launch	concrete	21
library	handle	concrete	18
library	treat	concrete	16
library	burn	concrete	14
library	carry	concrete	14
library	draw	concrete	12
library	pick	concrete	12
library	raise	concrete	12
library	speak	concrete	12
library	walk	concrete	11
library	drive	concrete	9
library	steal	concrete	9
library	sign	concrete	7
library	subtract	concrete	7
library	paint	concrete	6
library	cross	concrete	6
library	push	concrete	6
library	lift	concrete	6
library	reuse	concrete	6
library	shelve	concrete	5
library	stand	concrete	5
library	beat	concrete	5
library	split	concrete	5
library	furnish	concrete	5
library	lock	concrete	4
library	watch	concrete	4
library	swipe	concrete	4
library	drop	concrete	4
library	feed	concrete	4
library	wipe	concrete	4
library	pull	concrete	4
library	pack	concrete	4
library	bury	concrete	4
library	restock	concrete	4
library	break	concrete	4
library	fight	concrete	3
library	fold	concrete	3
library	wrap	concrete	3
library	slip	concrete	3
library	fall	concrete	3
library	rise	concrete	3
library	click	concrete	3
library	seize	concrete	3
library	cast	concrete	3
library	shuffle	concrete	3
library	hang	concrete	3
library	comb	concrete	2
library	stick	concrete	2
library	tear	concrete	2
library	slide	concrete	2
library	sing	concrete	2
library	steer	concrete	2
library	climb	concrete	2
library	crumble	concrete	2
library	shoot	concrete	2
library	mutilate	concrete	2
library	touch	concrete	2
library	unpack	concrete	2
library	sound	concrete	2
library	carve	concrete	2
library	smack	concrete	1
library	jump	concrete	1
library	curl	concrete	1
library	tackle	concrete	1
library	drag	concrete	1
library	shout	concrete	1
library	sidestep	concrete	1
library	pour	concrete	1
library	unlock	concrete	1
library	snap	concrete	1
library	scorch	concrete	1
library	throw	concrete	1
library	unzip	concrete	1
library	glide	concrete	1
library	kill	concrete	1
library	tiptoe	concrete	1
library	plough	concrete	1
library	console	concrete	1
library	vote	concrete	1
library	hunt	concrete	1
library	erase	concrete	1
library	straddle	concrete	1
library	sweep	concrete	1
library	magnify	concrete	1
library	erupt	concrete	1
library	smell	concrete	1
library	tire	concrete	0
library	smoke	concrete	0
library	nail	concrete	0
license	require	abstract	224
license	need	abstract	150
license	renew	abstract	74
license	approve	abstract	24
license	manage	abstract	18
license	ensure	abstract	15
license	develop	abstract	15
license	know	abstract	14
license	violate	abstract	14
license	want	abstract	13
license	reduce	abstract	9
license	consider	abstract	8
license	become	abstract	7
license	exceed	abstract	7
license	afford	abstract	7
license	regain	abstract	6
license	prolong	abstract	6
license	decide	abstract	5
license	conclude	abstract	4
license	imply	abstract	4
license	simplify	abstract	4
license	affect	abstract	4
license	hope	abstract	3
license	justify	abstract	3
license	believe	abstract	3
license	reclaim	abstract	3
license	expect	abstract	3
license	impose	abstract	3
license	vary	abstract	3
license	incur	abstract	3
license	enable	abstract	3
license	regulate	abstract	3
license	welcome	abstract	3
license	conduct	abstract	3
license	verify	abstract	3
license	confirm	abstract	3
license	reissue	abstract	3
license	await	abstract	2
license	prefer	abstract	2
license	exploit	abstract	2
license	deserve	abstract	2
license	assume	abstract	2
license	seem	abstract	2
license	fulfill	abstract	2
license	doubt	abstract	2
license	depend	abstract	2
license	qualify	abstract	2
license	remain	abstract	2
license	forget	abstract	2
license	clarify	abstract	2
license	belong	abstract	1
license	prevail	abstract	1
license	pertain	abstract	1
license	expend	abstract	1
license	happen	abstract	1
license	tolerate	abstract	1
license	abhor	abstract	1
license	improve	abstract	1
license	annoy	abstract	1
license	resolve	abstract	1
license	explain	abstract	1
license	beware	abstract	1
license	bother	abstract	1
license	declare	abstract	1
license	derive	abstract	1
license	devise	abstract	1
license	advise	abstract	1
license	satisfy	abstract	1
license	trust	abstract	1
license	bestow	abstract	1
license	educate	abstract	1
license	insist	abstract	1
license	recall	abstract	1
license	render	abstract	1
license	define	abstract	1
license	stay	abstract	1
license	commit	abstract	1
license	would	abstract	0
license	idealize	abstract	0
license	zing	abstract	0
license	avail	abstract	0
license	could	abstract	0
license	moralize	abstract	0
license	suppose	abstract	0
license	deserved	abstract	0
license	trusting	abstract	0
license	ought	abstract	0
license	distrust	abstract	0
license	accustom	abstract	0
license	were	abstract	0
license	assuming	abstract	0
license	meant	abstract	0
license	redefine	abstract	0
license	acquaint	abstract	0
license	imposing	abstract	0
license	aspire	abstract	0
license	imagine	abstract	0
license	should	abstract	0
license	causing	abstract	0
license	inspired	abstract	0
license	drive	concrete	525
license	sign	concrete	41
license	check	concrete	34
license	build	concrete	23
license	show	concrete	17
license	call	concrete	15
license	cover	concrete	11
license	carry	concrete	8
license	write	concrete	7
license	handle	concrete	6
license	lead	concrete	6
license	float	concrete	5
license	forge	concrete	5
license	break	concrete	5
license	pick	concrete	4
license	burn	concrete	3
license	swap	concrete	3
license	steal	concrete	3
license	launch	concrete	3
license	seal	concrete	2
license	stick	concrete	2
license	strike	concrete	2
license	switch	concrete	2
license	talk	concrete	2
license	draw	concrete	2
license	pull	concrete	2
license	console	concrete	2
license	raise	concrete	2
license	serve	concrete	2
license	reach	concrete	2
license	screw	concrete	1
license	watch	concrete	1
license	tear	concrete	1
license	cross	concrete	1
license	swim	concrete	1
license	dance	concrete	1
license	drop	concrete	1
license	fight	concrete	1
license	climb	concrete	1
license	yank	concrete	1
license	walk	concrete	1
license	fall	concrete	1
license	throw	concrete	1
license	freeze	concrete	1
license	visit	concrete	1
license	hunt	concrete	1
license	furnish	concrete	1
license	hang	concrete	1
license	comb	concrete	0
license	tire	concrete	0
license	smoke	concrete	0
license	nail	concrete	0
license	scissor	concrete	0
license	blinking	concrete	0
license	rake	concrete	0
license	firebomb	concrete	0
license	handcuff	concrete	0
license	paint	concrete	0
license	leaves	concrete	0
license	skating	concrete	0
license	vomit	concrete	0
license	piss	concrete	0
license	slap	concrete	0
license	buckle	concrete	0
license	spit	concrete	0
license	caulk	concrete	0
license	sandbag	concrete	0
license	whip	concrete	0
license	eave	concrete	0
license	smack	concrete	0
license	snowshoe	concrete	0
license	spout	concrete	0
license	barge	concrete	0
license	legging	concrete	0
license	crochet	concrete	0
license	lock	concrete	0
license	sprout	concrete	0
license	chisel	concrete	0
license	meth	concrete	0
license	stoop	concrete	0
license	drool	concrete	0
license	peel	concrete	0
license	drawing	concrete	0
license	puke	concrete	0
license	sail	concrete	0
license	skate	concrete	0
license	shed	concrete	0
license	brush	concrete	0
license	step	concrete	0
license	swing	concrete	0
license	weep	concrete	0
license	clamp	concrete	0
license	dial	concrete	0
license	dunk	concrete	0
license	honk	concrete	0
license	jump	concrete	0
license	kissing	concrete	0
license	lick	concrete	0
license	spike	concrete	0
license	bodysurf	concrete	0
listing	want	abstract	49
listing	consider	abstract	36
listing	ensure	abstract	33
listing	manage	abstract	20
listing	improve	abstract	19
listing	evaluate	abstract	19
listing	confirm	abstract	17
listing	approve	abstract	16
listing	qualify	abstract	16
listing	relate	abstract	15
listing	require	abstract	12
listing	develop	abstract	10
listing	comprise	abstract	10
listing	need	abstract	9
listing	suggest	abstract	9
listing	affect	abstract	9
listing	know	abstract	8
listing	bother	abstract	8
listing	enable	abstract	8
listing	prohibit	abstract	7
listing	denote	abstract	7
listing	consist	abstract	7
listing	renew	abstract	7
listing	become	abstract	6
listing	localize	abstract	6
listing	believe	abstract	5
listing	simplify	abstract	5
listing	incur	abstract	5
listing	welcome	abstract	5
listing	hope	abstract	4
listing	await	abstract	4
listing	decide	abstract	4
listing	deserve	abstract	3
listing	expect	abstract	3
listing	infringe	abstract	3
listing	vary	abstract	3
listing	devote	abstract	3
listing	advise	abstract	3
listing	satisfy	abstract	3
listing	dominate	abstract	3
listing	justify	abstract	2
listing	reckon	abstract	2
listing	regret	abstract	2
listing	entail	abstract	2
listing	defy	abstract	2
listing	declare	abstract	2
listing	sate	abstract	2
listing	recall	abstract	2
listing	stay	abstract	2
listing	prefer	abstract	1
listing	preclude	abstract	1
listing	offend	abstract	1
listing	intend	abstract	1
listing	perceive	abstract	1
listing	assume	abstract	1
listing	seem	abstract	1
listing	wish	abstract	1
listing	conclude	abstract	1
listing	presume	abstract	1
listing	regain	abstract	1
listing	afford	abstract	1
listing	depend	abstract	1
listing	forgive	abstract	1
listing	impose	abstract	1
listing	endanger	abstract	1
listing	remain	abstract	1
listing	explain	abstract	1
listing	derive	abstract	1
listing	devise	abstract	1
listing	reduce	abstract	1
listing	revert	abstract	1
listing	muster	abstract	1
listing	regulate	abstract	1
listing	stylize	abstract	1
listing	forget	abstract	1
listing	devalue	abstract	1
listing	recheck	abstract	1
listing	promise	abstract	1
listing	glorify	abstract	1
listing	verify	abstract	1
listing	omit	abstract	1
listing	render	abstract	1
listing	define	abstract	1
listing	would	abstract	0
listing	idealize	abstract	0
listing	zing	abstract	0
listing	avail	abstract	0
listing	could	abstract	0
listing	moralize	abstract	0
listing	suppose	abstract	0
listing	deserved	abstract	0
listing	trusting	abstract	0
listing	belong	abstract	0
listing	ought	abstract	0
listing	prevail	abstract	0
listing	distrust	abstract	0
listing	accustom	abstract	0
listing	were	abstract	0
listing	assuming	abstract	0
listing	meant	abstract	0
listing	check	concrete	182
listing	show	concrete	35
listing	carry	concrete	29
listing	cover	concrete	14
listing	write	concrete	12
listing	drop	concrete	12
listing	handle	concrete	8
listing	lead	concrete	7
listing	pull	concrete	7
listing	visit	concrete	7
listing	draw	concrete	6
listing	call	concrete	5
listing	pack	concrete	5
listing	serve	concrete	5
listing	build	concrete	5
listing	launch	concrete	5
listing	comb	concrete	4
listing	raise	concrete	4
listing	sign	concrete	3
listing	sing	concrete	3
listing	push	concrete	3
listing	skip	concrete	3
listing	slap	concrete	2
listing	sleep	concrete	2
listing	tackle	concrete	2
listing	split	concrete	2
listing	cast	concrete	2
listing	vote	concrete	2
listing	treat	concrete	2
listing	reach	concrete	2
listing	smoke	concrete	1
listing	lock	concrete	1
listing	watch	concrete	1
listing	sail	concrete	1
listing	stitch	concrete	1
listing	weave	concrete	1
listing	scrape	concrete	1
listing	fold	concrete	1
listing	catch	concrete	1
listing	climb	concrete	1
listing	float	concrete	1
listing	shake	concrete	1
listing	switch	concrete	1
listing	talk	concrete	1
listing	fall	concrete	1
listing	forge	concrete	1
listing	juggle	concrete	1
listing	click	concrete	1
listing	resume	concrete	1
listing	choke	concrete	1
listing	shoot	concrete	1
listing	drive	concrete	1
listing	pick	concrete	1
listing	sift	concrete	1
listing	break	concrete	1
listing	tire	concrete	0
listing	nail	concrete	0
listing	scissor	concrete	0
listing	blinking	concrete	0
listing	rake	concrete	0
listing	screw	concrete	0
listing	firebomb	concrete	0
listing	handcuff	concrete	0
listing	paint	concrete	0
listing	leaves	concrete	0
listing	skating	concrete	0
listing	vomit	concrete	0
listing	piss	concrete	0
listing	buckle	concrete	0
listing	spit	concrete	0
listing	caulk	concrete	0
listing	sandbag	concrete	0
listing	whip	concrete	0
listing	eave	concrete	0
listing	smack	concrete	0
listing	snowshoe	concrete	0
listing	spout	concrete	0
listing	barge	concrete	0
listing	legging	concrete	0
listing	crochet	concrete	0
listing	sprout	concrete	0
listing	chisel	concrete	0
listing	meth	concrete	0
listing	seal	concrete	0
listing	stoop	concrete	0
listing	drool	concrete	0
listing	peel	concrete	0
listing	drawing	concrete	0
listing	puke	concrete	0
listing	stick	concrete	0
listing	skate	concrete	0
listing	tear	concrete	0
listing	shed	concrete	0
listing	brush	concrete	0
listing	step	concrete	0
listing	swing	concrete	0
listing	weep	concrete	0
listing	clamp	concrete	0
listing	dial	concrete	0
listing	dunk	concrete	0
magazine	know	abstract	61
magazine	become	abstract	45
magazine	love	abstract	45
magazine	want	abstract	37
magazine	develop	abstract	34
magazine	need	abstract	22
magazine	improve	abstract	19
magazine	ensure	abstract	18
magazine	consider	abstract	16
magazine	manage	abstract	16
magazine	relate	abstract	13
magazine	comprise	abstract	11
magazine	enable	abstract	11
magazine	expect	abstract	10
magazine	trust	abstract	10
magazine	believe	abstract	9
magazine	decide	abstract	9
magazine	hope	abstract	7
magazine	prefer	abstract	6
magazine	seem	abstract	6
magazine	explain	abstract	6
magazine	admire	abstract	6
magazine	require	abstract	6
magazine	define	abstract	6
magazine	behave	abstract	5
magazine	suggest	abstract	5
magazine	affect	abstract	5
magazine	forget	abstract	5
magazine	engage	abstract	5
magazine	conduct	abstract	5
magazine	imagine	abstract	4
magazine	inspire	abstract	4
magazine	wish	abstract	4
magazine	blame	abstract	4
magazine	offend	abstract	3
magazine	lament	abstract	3
magazine	conclude	abstract	3
magazine	happen	abstract	3
magazine	evolve	abstract	3
magazine	remain	abstract	3
magazine	devise	abstract	3
magazine	dominate	abstract	3
magazine	depict	abstract	3
magazine	recall	abstract	3
magazine	confirm	abstract	3
magazine	exploit	abstract	2
magazine	deserve	abstract	2
magazine	reckon	abstract	2
magazine	convince	abstract	2
magazine	forgive	abstract	2
magazine	utilize	abstract	2
magazine	hate	abstract	2
magazine	consist	abstract	2
magazine	deem	abstract	2
magazine	commend	abstract	2
magazine	insist	abstract	2
magazine	suppose	abstract	1
magazine	belong	abstract	1
magazine	redefine	abstract	1
magazine	aspire	abstract	1
magazine	await	abstract	1
magazine	perceive	abstract	1
magazine	profane	abstract	1
magazine	allege	abstract	1
magazine	tolerate	abstract	1
magazine	condone	abstract	1
magazine	abhor	abstract	1
magazine	afford	abstract	1
magazine	conform	abstract	1
magazine	evaluate	abstract	1
magazine	redirect	abstract	1
magazine	violate	abstract	1
magazine	depend	abstract	1
magazine	simplify	abstract	1
magazine	annoy	abstract	1
magazine	astound	abstract	1
magazine	qualify	abstract	1
magazine	rely	abstract	1
magazine	vary	abstract	1
magazine	condemn	abstract	1
magazine	spurn	abstract	1
magazine	demean	abstract	1
magazine	predict	abstract	1
magazine	reduce	abstract	1
magazine	advise	abstract	1
magazine	regulate	abstract	1
magazine	inherit	abstract	1
magazine	liken	abstract	1
magazine	motivate	abstract	1
magazine	persuade	abstract	1
magazine	renew	abstract	1
magazine	promise	abstract	1
magazine	solve	abstract	1
magazine	verify	abstract	1
magazine	pretend	abstract	1
magazine	commit	abstract	1
magazine	would	abstract	0
magazine	idealize	abstract	0
magazine	zing	abstract	0
magazine	avail	abstract	0
magazine	write	concrete	227
magazine	lead	concrete	170
magazine	launch	concrete	93
magazine	cover	concrete	36
magazine	sail	concrete	34
magazine	build	concrete	30
magazine	call	concrete	28
magazine	talk	concrete	26
magazine	visit	concrete	20
magazine	check	concrete	19
magazine	climb	concrete	19
magazine	show	concrete	17
magazine	pick	concrete	17
magazine	knit	concrete	16
magazine	walk	concrete	16
magazine	vote	concrete	14
magazine	carry	concrete	13
